Wall time,Step,Value
1690908453.5430818,8118,-1.51961350440979
1690908465.7922497,12177,-1.4700373411178589
1690908478.3591924,16236,-1.432633876800537
1690908491.5701962,20295,-1.398754596710205
1690908504.383776,24354,-1.349316120147705
1690908518.380446,28413,-1.3175795078277588
1690908530.679492,32472,-1.2546979188919067
1690908542.6280644,36531,-1.2279936075210571
1690908555.0344446,40590,-1.1769514083862305
1690908567.727148,44649,-1.1237272024154663
1690908579.7637029,48708,-1.084710717201233
1690908591.155156,52767,-1.0606966018676758
1690908603.5499573,56826,-1.0468459129333496
1690908615.6823657,60885,-1.0207710266113281
1690908627.2379282,64944,-0.9887028336524963
1690908640.025785,69003,-0.9812121987342834
1690908652.6326647,73062,-0.9662754535675049
1690908665.031478,77121,-0.9443290829658508
1690908677.6236823,81180,-0.9431280493736267
1690908690.9222748,85239,-0.9401720762252808
1690908704.2355528,89298,-0.9141664505004883
1690908717.4305358,93357,-0.8967016935348511
1690908731.5524957,97416,-0.8739097118377686
1690908799.2029836,101475,-0.8710287809371948
1690908812.1338685,105534,-0.8606097102165222
1690908824.965349,109593,-0.8639448285102844
1690908837.9550161,113652,-0.8582985401153564
1690908849.912865,117711,-0.8464540839195251
1690908861.9578736,121770,-0.8339217305183411
1690908874.5102692,125829,-0.830934464931488
1690908886.4080584,129888,-0.8083512187004089
1690908899.6294477,133947,-0.8039523363113403
1690908912.3642797,138006,-0.7884632349014282
1690908925.6177988,142065,-0.8036584258079529
1690908938.2169716,146124,-0.7578399181365967
1690908950.5387654,150183,-0.7658950686454773
1690908963.2413828,154242,-0.7491284608840942
1690908976.3099983,158301,-0.7414612174034119
1690908988.6719546,162360,-0.7553279399871826
1690909002.4131608,166419,-0.7379446625709534
1690909015.309221,170478,-0.7457571625709534
1690909027.4200907,174537,-0.7360421419143677
1690909038.979531,178596,-0.7109668254852295
1690909051.4062006,182655,-0.7140166163444519
1690909063.2673297,186714,-0.7351297736167908
1690909075.7435555,190773,-0.6866000890731812
1690909088.1594698,194832,-0.6990811824798584
1690909100.6279788,198891,-0.6805340647697449
1690909113.3202007,202950,-0.6692366600036621
1690909127.175262,207009,-0.6553218960762024
1690909141.0806088,211068,-0.6398513913154602
1690909154.8681977,215127,-0.6390482187271118
1690909168.7975757,219186,-0.6121021509170532
1690909182.2568474,223245,-0.618201732635498
1690909195.769424,227304,-0.599372148513794
1690909210.407566,231363,-0.5867568254470825
1690909222.7169955,235422,-0.617974579334259
1690909235.6445272,239481,-0.6007398962974548
1690909247.2534297,243540,-0.6046366691589355
1690909259.143725,247599,-0.6112504005432129
1690909270.6822932,251658,-0.6271268129348755
1690909282.1711373,255717,-0.6040281653404236
1690909294.3501232,259776,-0.6170881986618042
1690909307.2241073,263835,-0.6170414090156555
1690909319.691895,267894,-0.5983483791351318
1690909332.4332836,271953,-0.5810854434967041
1690909344.6265466,276012,-0.5576515197753906
1690909357.353788,280071,-0.5467488765716553
1690909370.3349767,284130,-0.5435829758644104
1690909383.1673815,288189,-0.538696825504303
1690909395.758388,292248,-0.5251789689064026
1690909408.5010788,296307,-0.5367544293403625
1690909422.5813723,300366,-0.5166867971420288
1690909436.7170277,304425,-0.5205876231193542
1690909450.535506,308484,-0.5156668424606323
1690909463.860418,312543,-0.5154452323913574
1690909476.8871202,316602,-0.5151186585426331
1690909489.8848488,320661,-0.5061496496200562
1690909502.7148664,324720,-0.5062605142593384
1690909515.9403195,328779,-0.49411338567733765
1690909528.9766054,332838,-0.4983706772327423
1690909542.2145774,336897,-0.5094865560531616
1690909555.136998,340956,-0.5080223083496094
1690909567.9636343,345015,-0.5025316476821899
1690909581.237757,349074,-0.5335492491722107
1690909593.865459,353133,-0.5316841006278992
1690909610.48465,357192,-0.5300335884094238
1690909623.3709128,361251,-0.5346595048904419
1690909636.387714,365310,-0.5371420383453369
1690909649.6271195,369369,-0.5494856238365173
1690909663.1630204,373428,-0.5574472546577454
1690909676.404321,377487,-0.5471528172492981
1690909688.916443,381546,-0.5495427250862122
1690909700.5472426,385605,-0.555858850479126
1690909713.2803051,389664,-0.5685259699821472
1690909724.5617816,393723,-0.5423720479011536
1690909736.0677998,397782,-0.5394948720932007
1690909748.5834866,401841,-0.5328223705291748
1690909762.0139039,405900,-0.507794201374054
1690909775.6608658,409959,-0.5264975428581238
1690909789.2406924,414018,-0.5312257409095764
1690909802.0428739,418077,-0.5384007692337036
1690909814.8049068,422136,-0.5407708883285522
1690909828.1842146,426195,-0.5511940717697144
1690909841.1765099,430254,-0.5503276586532593
1690909853.9234939,434313,-0.520942211151123
1690909866.7557242,438372,-0.5189711451530457
1690909879.6274657,442431,-0.5101463198661804
1690909892.079,446490,-0.4982089698314667
1690909904.9179726,450549,-0.4565291404724121
1690909917.6384556,454608,-0.4868593215942383
1690909930.4022038,458667,-0.47103410959243774
1690909943.2984858,462726,-0.4530890882015228
1690909956.83013,466785,-0.4612365663051605
1690909970.6058903,470844,-0.4661371409893036
1690909984.0172453,474903,-0.4844649136066437
1690909997.1838295,478962,-0.4736650586128235
1690910010.6558492,483021,-0.47310328483581543
1690910022.893075,487080,-0.4929307699203491
1690910034.9964314,491139,-0.5104464888572693
1690910047.8956628,495198,-0.5177438259124756
1690910059.925819,499257,-0.4863140285015106
1690910072.2996178,503316,-0.49127304553985596
1690916136.673294,511356,-0.45487281680107117
1690916147.7858431,515376,-0.4619983434677124
1690916158.7173278,519396,-0.4502052068710327
1690916169.6542025,523416,-0.45410796999931335
1690916180.7767215,527436,-0.4502981901168823
1690916191.7962022,531456,-0.45462697744369507
1690916203.4120026,535476,-0.44666311144828796
1690916215.1782026,539496,-0.4373445510864258
1690916227.358554,543516,-0.446967214345932
1690916239.7809954,547536,-0.4533418118953705
1690916250.5529413,551556,-0.4401218891143799
1690916262.5891218,555576,-0.444324254989624
1690916273.6020224,559596,-0.44884970784187317
1690916284.2792182,563616,-0.4330393671989441
1690916295.2482986,567636,-0.43945828080177307
1690916306.0435083,571656,-0.44765669107437134
1690916316.883693,575676,-0.4320957064628601
1690916328.0371008,579696,-0.4257486164569855
1690916338.9646528,583716,-0.43340441584587097
1690916351.1687121,587736,-0.4316178858280182
1690916363.9579048,591756,-0.4310835003852844
1690916378.4149787,595776,-0.42459121346473694
1690916391.0143733,599796,-0.43140923976898193
1690916442.2990801,603816,-0.4203415811061859
1690916454.5232046,607836,-0.4409039616584778
1690916468.392178,611856,-0.4502597153186798
1690916481.8530338,615876,-0.43876880407333374
1690916495.330962,619896,-0.4424450695514679
1690916508.458466,623916,-0.43839147686958313
1690916522.356163,627936,-0.4373761713504791
1690916536.6098876,631956,-0.43266502022743225
1690916549.3951538,635976,-0.43691447377204895
1690916561.9603472,639996,-0.4278355538845062
1690916576.1242635,644016,-0.4256109893321991
1690916589.971322,648036,-0.42312487959861755
1690916602.672116,652056,-0.4151098430156708
1690916615.2152169,656076,-0.4296897053718567
1690916628.7888103,660096,-0.41739851236343384
